,Affiliate,Age,Height,Weight,Sprint 400m,Clean & Jerk,Snatch,Deadlift,Back Squat,Max Pull-ups
Matt Mcleod,CrossFit Crossaxed,23.0,6.0,169.0,1:02,299.0,238.0,485.0,396.0,63.0
Ethan Helbig,Unaffiliated,21.0,71.0,210.0,--,341.0,265.0,455.0,445.0,0.0
Ngarimu Ahipene,Injustice CrossFit,29.0,6.0,182.0,--,324.0,264.0,509.0,451.0,0.0
Matt Rattay,Three Kings CrossFit,23.0,67.0,170.0,0:00,315.0,225.0,425.0,425.0,0.0
Drew Canavero,CrossFit Knurling,29.0,68.0,185.0,1:04,375.0,300.0,545.0,535.0,50.0
Hunter Britt,CrossFit Invictus,22.0,70.0,178.0,0:00,330.0,275.0,545.0,425.0,0.0
Antonio Milocco,CrossFit Ichnos,25.0,6.0,180.0,0:59,297.0,235.0,496.0,418.0,77.0
Trent Blackwill,CrossFit on 18th,27.0,70.0,180.0,--,335.0,275.0,425.0,405.0,0.0
Omar Martinez,Unaffiliated,24.0,0.0,0.0,--,0.0,0.0,0.0,0.0,0.0
Dillon Smith,CrossFit The Tracks,22.0,72.0,190.0,0:56,325.0,275.0,535.0,445.0,0.0
Jason Lasko,Northwest CrossFit Bellevue,29.0,75.0,0.0,--,0.0,0.0,0.0,0.0,0.0
Chad Langan,Maple City CrossFit,24.0,62.0,135.0,1:00,307.0,235.0,450.0,441.0,80.0
Michel Lessard,1535 CrossFit,32.0,70.0,0.0,--,275.0,210.0,585.0,385.0,51.0
Dan Melzar,CrossFit New England,26.0,69.0,185.0,--,295.0,245.0,445.0,425.0,0.0
Chad Powlovich,CrossFit Charlottesville,30.0,75.0,223.0,--,310.0,250.0,475.0,435.0,0.0
Chad Kibbey,,31.0,69.0,176.0,1:00,300.0,256.0,500.0,390.0,0.0
Dalton Mankin,CrossFit Wild West,21.0,68.0,180.0,--,335.0,265.0,455.0,435.0,40.0
Garrett Bothun,CrossFit Heath,32.0,69.0,180.0,0:56,320.0,260.0,455.0,405.0,0.0
Schuyler Schmidt,Unaffiliated,33.0,68.0,159.0,1:12,0.0,0.0,415.0,365.0,50.0
Korey Bromery,CrossFit Beaufort,30.0,71.0,190.0,1:13,320.0,255.0,505.0,440.0,0.0
Gerald Matyschsyk,CrossFit Brickyard,34.0,72.0,215.0,0:00,300.0,245.0,485.0,415.0,43.0
Sam Flavell,CrossFit Melbourne,23.0,0.0,158.0,--,0.0,0.0,0.0,0.0,0.0
Matt Szymanski,CrossFit Wallingford,25.0,68.0,178.0,0:53,305.0,230.0,455.0,410.0,42.0
Derek Volmering,Get Lifted CrossFit,31.0,72.0,203.0,--,0.0,0.0,0.0,0.0,0.0
Eric Sweet,CrossFit Rife,38.0,69.0,188.0,1:09,285.0,225.0,475.0,415.0,52.0
Oscar Dudzinski,CrossFit West Chester,22.0,69.0,178.0,--,275.0,215.0,465.0,365.0,0.0
Josh Dilworth,CrossFit On Track,26.0,70.0,215.0,--,335.0,275.0,545.0,440.0,56.0
Matthew Reilly,CrossFit Urge,28.0,7.0,220.0,--,0.0,0.0,0.0,0.0,0.0
Skyler Sheeder,Railhouse CrossFit,28.0,68.0,165.0,--,285.0,225.0,420.0,400.0,50.0
Steve Papa,CrossFit Pittsfield,32.0,68.0,188.0,--,0.0,0.0,0.0,0.0,0.0
Chad Melton,CrossFit 2nd Nature,26.0,67.0,195.0,--,355.0,300.0,565.0,460.0,57.0
Brannen Dorman,CrossFit Passion,27.0,69.0,195.0,--,325.0,250.0,495.0,440.0,50.0
ates boran,CrossFit 34,30.0,6.0,169.0,--,308.0,253.0,473.0,418.0,79.0
Severin Irimia,CrossFit Euphoria,28.0,7.0,194.0,--,308.0,231.0,473.0,363.0,50.0
Will Bennett,CrossFit West Monroe,22.0,70.0,190.0,0:00,345.0,628.0,0.0,0.0,55.0
Artur Machado,Furia CrossFit,25.0,6.0,170.0,0:44,330.0,244.0,537.0,451.0,72.0
Joe Piersanti,CrossFit OC3,23.0,68.0,189.0,--,350.0,270.0,545.0,500.0,0.0
Guilherme Domingues,CrossFit Esteio,26.0,7.0,200.0,0:58,335.0,267.0,525.0,425.0,0.0
Chris Shimley,Top Fuel CrossFit Valparaiso,25.0,68.0,193.0,0:00,365.0,285.0,505.0,505.0,61.0
Chris Reed,CrossFit Lubbock,22.0,71.0,195.0,--,315.0,255.0,455.0,405.0,50.0
Andrick Fournier,L'Usine CrossFit Sherbrooke,22.0,70.0,190.0,--,315.0,261.0,487.0,365.0,0.0
Mackenzie Curran,CrossFit 26,22.0,70.0,190.0,0:00,305.0,245.0,485.0,405.0,50.0
Daniel Felling,Unaffiliated,26.0,72.0,190.0,0:00,0.0,0.0,400.0,0.0,0.0
Christian Davila,CrossFit Gwinnett,23.0,0.0,200.0,--,0.0,0.0,0.0,0.0,0.0
Nathan Keil,Unaffiliated,28.0,72.0,195.0,--,305.0,260.0,500.0,435.0,65.0
David Musgrave,Croga CrossFit,30.0,69.0,195.0,--,305.0,262.0,485.0,415.0,44.0
James McLaughlan,Five Lakes CrossFit,29.0,65.0,154.0,1:00,285.0,227.0,465.0,400.0,68.0
Brady Greear,CrossFit STY,25.0,70.0,210.0,--,325.0,255.0,575.0,455.0,0.0
?udovít Czókoly,,24.0,6.0,187.0,1:03,341.0,264.0,462.0,418.0,64.0
Callum Foster,Range of Motion CrossFit,28.0,0.0,176.0,--,0.0,0.0,0.0,0.0,0.0
David Zastrow,CrossFit Mean Streets,31.0,68.0,178.0,--,300.0,235.0,430.0,400.0,58.0
Calvin Keyser-Allen,CrossFit Nordic,33.0,6.0,202.0,0:53,352.0,275.0,573.0,496.0,0.0
Ryan Starling,CrossFit CDR Redlands,34.0,71.0,195.0,--,335.0,250.0,535.0,460.0,0.0
Brendan Southwick,CrossFit Territory,33.0,6.0,185.0,0:00,374.0,319.0,551.0,473.0,72.0
Lefteris Theofanidis,Royal CrossFit,26.0,67.0,174.0,--,400.0,310.0,0.0,640.0,0.0
Alex Miller,CrossFit Over the Mountain,26.0,0.0,215.0,--,0.0,0.0,0.0,0.0,0.0
Sean McArdle,Park Slope CrossFit,35.0,0.0,165.0,--,0.0,0.0,0.0,0.0,0.0
Vernard Jenkins,,36.0,69.0,220.0,1:29,315.0,250.0,655.0,525.0,0.0
Victor Pineda,West View CrossFit,27.0,6.0,172.0,0:58,245.0,210.0,405.0,330.0,50.0
Eric Rodriguez,LoneStar CrossFit,26.0,60.0,165.0,--,265.0,195.0,475.0,405.0,0.0
Jakob Magnusson,CrossFit Hafnarfjordur,28.0,6.0,187.0,0:00,297.0,264.0,485.0,407.0,50.0
Seth Prochaska,CrossFit Cedar Park,26.0,70.0,182.0,0:58,365.0,285.0,585.0,525.0,52.0
Blake Aulds,CrossFit OverTake,28.0,70.0,175.0,1:00,319.0,268.0,455.0,370.0,60.0
Nick Fuentes,CrossFit Chatswood,24.0,7.0,183.0,--,288.0,235.0,429.0,341.0,0.0
Joey Siela,CrossFit HIDDENGYM,30.0,74.0,190.0,--,305.0,235.0,455.0,405.0,70.0
Jesse Baz,Paradiso CrossFit Venice,34.0,70.0,172.0,0:00,282.0,220.0,430.0,375.0,63.0
Joshua Thorn,CrossFit Loft,30.0,0.0,0.0,--,0.0,0.0,0.0,0.0,0.0
Chase Hill,CrossFit One Valley,27.0,0.0,185.0,--,0.0,0.0,0.0,0.0,0.0
Wach Mickael,Unaffiliated,33.0,7.0,207.0,--,286.0,220.0,429.0,363.0,0.0
Tom Hoffman,CrossFit Performance,25.0,75.0,204.0,1:00,235.0,170.0,365.0,285.0,0.0
Chase Davis,,26.0,68.0,170.0,--,305.0,240.0,475.0,465.0,0.0
Barry Mairs,CrossFit 8020,30.0,6.0,191.0,0:58,293.0,253.0,473.0,396.0,60.0
Brendan Caslin,CrossFit Southie,24.0,73.0,194.0,--,300.0,225.0,425.0,375.0,52.0
Kieran Mullins,CrossFit Artax,23.0,0.0,0.0,--,0.0,0.0,0.0,0.0,0.0
Auke Toussaint,CrossFit Noord,34.0,6.0,169.0,0:00,0.0,0.0,0.0,0.0,50.0
Charlie Racinowski,Iron Wolf CrossFit,29.0,68.0,198.0,1:15,325.0,275.0,550.0,505.0,60.0
Josh Workman,CrossFit Norwalk,18.0,67.0,145.0,--,275.0,225.0,435.0,405.0,0.0
Paco Bravo,Indian CrossFit,34.0,6.0,178.0,--,293.0,238.0,462.0,385.0,0.0
David Espinosa Teran,CrossFit Roca,34.0,0.0,187.0,0:00,330.0,245.0,425.0,430.0,42.0
Luke Ebron,CrossFit 8020,25.0,6.0,230.0,--,275.0,216.0,462.0,330.0,40.0
Dominic Hodge,Reebok CrossFit Reading,27.0,7.0,194.0,--,286.0,224.0,0.0,0.0,0.0
Ed Haynes,CrossFit CSTL,29.0,6.0,182.0,--,0.0,0.0,0.0,0.0,0.0
Jona Kemmann,CrossFit Bonn,24.0,0.0,0.0,--,0.0,0.0,0.0,0.0,0.0
Tyler Hopta,Peak 360 CrossFit,23.0,71.0,185.0,--,325.0,255.0,545.0,425.0,0.0
Enrico Saul,CrossFit Muenster,42.0,7.0,189.0,--,275.0,205.0,435.0,0.0,72.0
Robert Downton,CrossFit NorWest,36.0,6.0,220.0,0:00,0.0,0.0,0.0,0.0,0.0
Yong Jun Lee,CrossFit Zest,26.0,7.0,188.0,--,265.0,205.0,465.0,385.0,0.0
Jason Jamison,CrossFit Modern,32.0,70.0,185.0,--,325.0,260.0,500.0,455.0,0.0
Marc Thomas,Corpore Sano CrossFit,28.0,6.0,176.0,1:02,286.0,220.0,562.0,429.0,70.0
Matt James,CrossFit CM2,26.0,0.0,176.0,--,1741.0,1344.0,33069.0,2204620.0,397.0
Kurt Baker,CrossFit Fraser Valley,27.0,75.0,215.0,1:02,315.0,280.0,528.0,423.0,60.0
Elliot Simmonds,CrossFit Yas,23.0,7.0,185.0,0:00,0.0,0.0,0.0,0.0,0.0
Marcos Rivera,CrossFit Max Effort,23.0,71.0,193.0,--,305.0,255.0,455.0,365.0,55.0
Justin Fallon,CrossFit Blur,30.0,71.0,185.0,0:56,305.0,240.0,515.0,405.0,65.0
Kendall Kersey,CrossFit Day One,29.0,70.0,203.0,0:54,330.0,251.0,525.0,450.0,60.0
Trevor Bachmeyer,CrossFit Brentwood,43.0,70.0,185.0,1:07,315.0,245.0,565.0,465.0,88.0
Marcin Szybaj,Hell's Rage CrossFit,26.0,6.0,187.0,--,297.0,231.0,440.0,418.0,60.0
Dan Goldberg,CrossFit Syracuse,33.0,71.0,205.0,1:01,315.0,265.0,0.0,440.0,65.0
Jason Ungacta,CrossFit Iron Mile,26.0,70.0,185.0,--,285.0,255.0,500.0,375.0,35.0
Johan Van Deventer,RTF CrossFit Repeat,28.0,0.0,209.0,--,0.0,0.0,0.0,0.0,0.0
Joshua Belville,CrossFit Cool Springs,36.0,72.0,205.0,0:57,315.0,255.0,475.0,410.0,50.0
Jake Pinchback,CrossFit Tall City,25.0,68.0,168.0,0:56,315.0,245.0,495.0,405.0,53.0
Samuel Cournoyer,CrossFit Adm,21.0,7.0,190.0,--,325.0,270.0,485.0,0.0,0.0
Derek Eason,CrossFit Train 97333,22.0,67.0,160.0,--,265.0,205.0,455.0,345.0,62.0
Michael DeMarco,The Helm CrossFit,27.0,65.0,158.0,--,295.0,235.0,415.0,385.0,0.0
Mark Stewart Jr.,Hurricane CrossFit,31.0,73.0,208.0,1:05,350.0,265.0,535.0,475.0,35.0
Gabe Garcia,CrossFit MF,34.0,67.0,169.0,0:00,275.0,215.0,435.0,400.0,60.0
Tom Niro,Shop CrossFit,23.0,0.0,175.0,--,280.0,205.0,415.0,355.0,0.0
Kevin Winkens,CrossFit Lost Legion,26.0,6.0,178.0,--,286.0,211.0,440.0,407.0,57.0
Zack Simmons,Koda CrossFit,23.0,68.0,185.0,--,325.0,265.0,500.0,430.0,0.0
Jackson McBride,Contender CrossFit,23.0,60.0,185.0,1:12,275.0,225.0,475.0,375.0,0.0
Niels Verschuren,CrossFit Gymert,26.0,6.0,180.0,--,0.0,0.0,0.0,0.0,0.0
Nick Pates,CrossFit Battleground,26.0,0.0,154.0,--,0.0,0.0,0.0,0.0,0.0
Paul Schecklman,Unaffiliated,25.0,70.0,200.0,--,345.0,255.0,575.0,460.0,49.0
Sveinbjörn Sveinbjörnsson,CrossFit Sport,36.0,7.0,198.0,1:00,286.0,220.0,473.0,407.0,0.0
Alex Kotoulas,,23.0,0.0,0.0,--,0.0,0.0,0.0,0.0,0.0
Stefán Jóhannsson,Reebok CrossFit Reykjavík,22.0,0.0,215.0,--,0.0,0.0,0.0,0.0,0.0
Callum Ward,CrossFit Chalk City,29.0,7.0,225.0,1:13,308.0,264.0,533.0,462.0,65.0
Edy Montenegro,KOM CrossFit,26.0,0.0,0.0,--,0.0,0.0,0.0,0.0,0.0
Franco Cozzi,BIGG CrossFit Palermo Chico,22.0,7.0,193.0,--,352.0,253.0,573.0,528.0,87.0
Henry Lopez,CrossFit Invictus Point Loma,30.0,64.0,165.0,0:00,0.0,0.0,0.0,0.0,0.0
Bryan Wong,CrossFit Haymaker,29.0,69.0,198.0,--,0.0,0.0,0.0,0.0,0.0
Jeffrey Hajner,Iron Regime CrossFit,31.0,69.0,195.0,--,315.0,265.0,505.0,475.0,58.0
Orion Hones,CrossFit Jaakarhu,22.0,71.0,215.0,--,325.0,255.0,535.0,425.0,0.0
Mohamed Elomda,,28.0,7.0,207.0,--,310.0,245.0,550.0,385.0,62.0
Matt Hewett,CrossFit Mayhem,28.0,68.0,185.0,0:52,315.0,252.0,530.0,475.0,60.0
Zachary Forrest,CrossFit Max Effort,30.0,67.0,175.0,1:01,325.0,265.0,485.0,425.0,74.0
Ryan Bender,CrossFit SPXF,28.0,70.0,195.0,0:00,350.0,295.0,605.0,455.0,0.0
Robert Gray,CrossFit Anywhere,26.0,72.0,205.0,1:00,305.0,230.0,445.0,415.0,0.0
Andrew Hiller,CrossFit Alpha Dog,25.0,69.0,190.0,0:58,310.0,260.0,550.0,450.0,84.0
OJ Washington,Bear Republic CrossFit,31.0,70.0,181.0,0:49,315.0,270.0,495.0,485.0,50.0
Chris Cordova,CrossFit Escondido,22.0,70.0,195.0,--,310.0,245.0,495.0,435.0,0.0
Clay Braden,Reebok CrossFit Asia,29.0,74.0,198.0,0:00,0.0,0.0,0.0,0.0,0.0
Cameron Knight,Rock It CrossFit,23.0,68.0,175.0,--,325.0,245.0,585.0,460.0,52.0
Nycolas Joyal,Unaffiliated,22.0,0.0,190.0,--,0.0,0.0,0.0,0.0,0.0
Raphael Durand,NorCal CrossFit Redwood City,25.0,69.0,0.0,--,295.0,245.0,465.0,370.0,0.0
Christian Dealba,Second Alarm CrossFit,27.0,66.0,168.0,--,315.0,250.0,455.0,405.0,0.0
Michael Hernandez,CrossFit CDR Redlands,28.0,70.0,175.0,51:09,315.0,255.0,475.0,405.0,0.0
Nate Long,FURYAN CrossFit,26.0,67.0,178.0,--,315.0,265.0,475.0,385.0,63.0
Alex Bozenhard,New London CrossFit,24.0,68.0,190.0,0:58,295.0,235.0,425.0,445.0,40.0
Kyle McDermid,Unaffiliated,29.0,68.0,170.0,0:00,290.0,231.0,440.0,400.0,51.0
Kristóf Horváth,Reebok CrossFit Duna,22.0,7.0,210.0,--,231.0,187.0,0.0,330.0,0.0
Jacob Wallis,CrossFit Murfreesboro,20.0,73.0,180.0,0:49,315.0,260.0,475.0,375.0,72.0
Ed Nave jr,CrossFit 38 Degrees North,26.0,69.0,179.0,--,300.0,235.0,475.0,355.0,0.0
Josh Godinez,College Station CrossFit,19.0,68.0,164.0,0:00,0.0,0.0,0.0,0.0,0.0
Simon Greenwood,CrossFit Oxford Originals,30.0,6.0,182.0,0:57,299.0,238.0,462.0,403.0,50.0
Jack Fleckney,CrossFit East Northants,25.0,7.0,198.0,--,308.0,249.0,485.0,374.0,0.0
Michael Tancini,New Order CrossFit,26.0,72.0,197.0,0:00,355.0,275.0,475.0,455.0,0.0
Kevin Jurs,CrossFit Tartu,22.0,7.0,0.0,--,330.0,275.0,462.0,418.0,0.0
Aidan Chemaly,CrossFit East Tamaki,26.0,6.0,158.0,--,0.0,0.0,0.0,0.0,0.0
Trevor Dravland,CrossFit Surge,23.0,69.0,160.0,--,0.0,0.0,0.0,0.0,0.0
Alex Arnold,CrossFit Wexford,28.0,0.0,0.0,--,0.0,0.0,0.0,0.0,0.0
Jose Machado,Crush It CrossFit,29.0,6.0,187.0,--,315.0,255.0,505.0,415.0,58.0
Kevin Anderson,Be CrossFit,27.0,67.0,165.0,1:01,275.0,215.0,435.0,325.0,55.0
Robert Ellis,CrossFit Finest,34.0,71.0,187.0,0:00,0.0,192.0,510.0,0.0,53.0
Jón Víðir Þorvaldsson,Reebok CrossFit Reykjavík,20.0,6.0,160.0,--,242.0,194.0,352.0,319.0,51.0
Axel Yang Kornvig,Aarhus CrossFit,28.0,6.0,174.0,--,264.0,209.0,440.0,308.0,56.0
Vincent Towler,CrossFit Park Ridge,24.0,71.0,181.0,0:51,325.0,255.0,490.0,415.0,65.0
Lucas Parker,CrossFit Vic City,27.0,68.0,187.0,0:00,345.0,291.0,0.0,490.0,0.0
David Richman,Double Edge CrossFit,23.0,71.0,188.0,--,320.0,285.0,485.0,450.0,0.0
Gary Helmick,CrossFit Revamped,29.0,70.0,180.0,0:00,320.0,250.0,525.0,420.0,60.0
Alan Garcia,CrossFit Impetus,26.0,6.0,180.0,0:58,320.0,270.0,475.0,405.0,70.0
daniel latour,CrossFit Granby,28.0,66.0,195.0,51:00,375.0,290.0,585.0,475.0,50.0
Adam Klink,CrossFit Krypton,27.0,72.0,220.0,0:58,300.0,230.0,575.0,525.0,55.0
Josh Marunde,CrossFit 269,30.0,70.0,188.0,58:00,315.0,245.0,455.0,430.0,0.0
David Charbonneau,CrossFit Dynamix,31.0,70.0,190.0,0:00,363.0,300.0,585.0,490.0,0.0
Marco Coppola,CrossFit OverTake,29.0,72.0,225.0,1:03,418.0,335.0,573.0,515.0,42.0
Thomas Markhauser,CrossFit NCR,22.0,64.0,169.0,--,270.0,240.0,425.0,385.0,76.0
Kevin Longmeier,CrossFit Duratus,35.0,70.0,192.0,--,0.0,0.0,0.0,0.0,0.0
Evan Massey,Unaffiliated,30.0,70.0,190.0,0:00,305.0,245.0,455.0,400.0,0.0
Nicholas Placone,Badger CrossFit,27.0,70.0,195.0,0:00,315.0,257.0,0.0,0.0,0.0
Nathan Goldhardt,Tekton CrossFit,29.0,71.0,190.0,0:57,305.0,255.0,515.0,415.0,78.0
Brandon Luckett,Red Stick CrossFit,22.0,73.0,197.0,--,315.0,260.0,445.0,375.0,0.0
Jordon Piggott,CrossFit Townsville,22.0,6.0,163.0,1:02,286.0,231.0,407.0,410.0,82.0
Adam de Jong,,30.0,70.0,190.0,--,255.0,205.0,555.0,405.0,40.0
Ryan McCarthy,Reebok CrossFit 5th Ave,25.0,0.0,189.0,--,0.0,0.0,0.0,0.0,0.0
Amador Arteaga,CrossFit Azusa,22.0,69.0,200.0,--,0.0,0.0,0.0,0.0,0.0
nathan forster,IMT CrossFit,32.0,0.0,185.0,0:00,0.0,0.0,0.0,0.0,0.0
Raymond Fleser,Ocean State CrossFit,29.0,72.0,210.0,--,330.0,270.0,485.0,445.0,50.0
Zack Height,Amity CrossFit,32.0,69.0,177.0,1:02,297.0,238.0,454.0,385.0,56.0
David Crespo Tammelin,C23 CrossFit,34.0,7.0,220.0,--,319.0,231.0,496.0,396.0,55.0
Filip Fisker,Aarhus CrossFit,26.0,7.0,230.0,0:50,352.0,286.0,529.0,440.0,60.0
Shawn Ramirez,CrossFit Armed,42.0,72.0,200.0,1:22,315.0,247.0,515.0,425.0,60.0
Josh Boyle,CrossFit Latitude 39,30.0,6.0,187.0,--,297.0,246.0,473.0,396.0,0.0
Mike Kluegel,Rocklin CrossFit,31.0,67.0,190.0,--,285.0,220.0,485.0,405.0,0.0
Ryan Quinn,8th Day CrossFit,28.0,68.0,180.0,0:53,285.0,250.0,0.0,365.0,0.0
Zach Nichols,CrossFit Plymouth MI,29.0,76.0,215.0,--,345.0,255.0,630.0,455.0,0.0
Denny Kimmel,CrossFit Tundra,32.0,0.0,190.0,--,0.0,0.0,0.0,0.0,0.0
David Dubin,,22.0,73.0,215.0,0:53,295.0,245.0,500.0,375.0,45.0
Seth Matlock,CrossFit 417,24.0,72.0,185.0,0:52,315.0,255.0,445.0,435.0,60.0
Connor Nellans,CrossFit Connex,23.0,0.0,194.0,--,0.0,0.0,0.0,0.0,0.0
Blake Hanan,Superhero CrossFit,34.0,69.0,160.0,0:00,275.0,217.0,470.0,370.0,0.0
Jeffrey Baltimore,CrossFit 717,24.0,66.0,175.0,1:02,300.0,255.0,510.0,425.0,67.0
Nils Engelhardt,CrossFit Celle,26.0,7.0,178.0,0:00,300.0,245.0,465.0,375.0,0.0
Marcus Domingue,CrossFit Inveniam,30.0,69.0,175.0,--,280.0,205.0,405.0,377.0,0.0
Ben Epstein,Champlain Valley CrossFit,33.0,0.0,205.0,--,0.0,0.0,0.0,0.0,0.0
Grant McHaney,CrossFit Epically Awesome,27.0,69.0,185.0,1:15,245.0,185.0,475.0,385.0,0.0
Kevin Feltus,Reebok CrossFit Valens,29.0,6.0,161.0,--,253.0,213.0,407.0,341.0,0.0
Daryl Green,CrossFit Portsea Island,24.0,7.0,205.0,1:01,286.0,238.0,462.0,341.0,0.0
Alex Tedd,CrossFit Greater Brislington,26.0,6.0,189.0,--,275.0,200.0,496.0,374.0,0.0
Christoph Koerner,CrossFit Starship,28.0,0.0,0.0,--,0.0,0.0,0.0,0.0,0.0
Richard Goodall,CrossFit 605,24.0,6.0,165.0,--,0.0,0.0,0.0,0.0,0.0
Aaron Clark,CrossFit Unbridled,23.0,0.0,169.0,--,0.0,0.0,0.0,0.0,0.0
Shane Ormerod,CrossFit Urge,27.0,6.0,180.0,0:00,308.0,231.0,462.0,418.0,60.0
Jon Moreno,Brick CrossFit DTX,25.0,68.0,169.0,0:55,295.0,240.0,455.0,410.0,61.0
Henrik Olofsson,Unaffiliated,31.0,7.0,187.0,--,286.0,242.0,462.0,396.0,0.0
Tom Brown,Shogun CrossFit,27.0,66.0,168.0,--,275.0,227.0,500.0,418.0,0.0
Utku Tuncer,Antrum CrossFit,30.0,6.0,194.0,--,337.0,275.0,485.0,440.0,0.0
Juan Cruz Sartori,CrossFit Argos San Isidro,35.0,6.0,205.0,1:02,352.0,297.0,507.0,529.0,60.0
Kenneth Leverich,Orange Coast CrossFit,29.0,68.0,185.0,--,365.0,302.0,525.0,465.0,62.0
Matthew Greene,CrossFit O'Fallon,24.0,73.0,205.0,0:59,315.0,260.0,440.0,385.0,61.0
Jonathan Cayer,L'usine CrossFit Taschereau,28.0,7.0,220.0,--,320.0,265.0,550.0,465.0,60.0
Jordan Eldridge,CrossFit Envy,22.0,70.0,193.0,--,0.0,0.0,0.0,0.0,0.0
Ryan Woodall,Injustice CrossFit,35.0,6.0,191.0,--,0.0,0.0,0.0,0.0,0.0
Andre Fassler,Unaffiliated,23.0,71.0,180.0,1:04,285.0,230.0,375.0,350.0,50.0
Torey Throop,CrossFit Plymouth MI,27.0,72.0,205.0,--,335.0,275.0,500.0,425.0,55.0
Dusty Flores,Pillar CrossFit,27.0,68.0,178.0,1:00,315.0,260.0,460.0,455.0,60.0
Joel Strugnell,Hydra CrossFit,26.0,7.0,198.0,--,315.0,245.0,475.0,415.0,40.0
Adam Blaney,CrossFit Salisbury,33.0,69.0,168.0,1:04,286.0,230.0,455.0,405.0,55.0
German Castro,CrossFit Bigness,29.0,0.0,0.0,--,0.0,0.0,0.0,0.0,0.0
Kurt Hindmarsh,CrossFit Verge,25.0,6.0,176.0,--,299.0,249.0,473.0,396.0,0.0
Jordan Nolff,CrossFit Alinea,27.0,0.0,158.0,--,0.0,0.0,0.0,0.0,0.0
Rees Machell,CrossFit Canberra,18.0,0.0,0.0,--,0.0,0.0,0.0,0.0,0.0
Santino Marini,CrossFit Invictus Point Loma,29.0,71.0,174.0,0:00,0.0,0.0,0.0,0.0,0.0
Bret Swearengin,Another Level CrossFit,29.0,67.0,178.0,--,295.0,235.0,0.0,405.0,0.0
Zachary Kramer,Unaffiliated,27.0,74.0,205.0,--,0.0,0.0,0.0,0.0,0.0
Drake Lambdin,ML CrossFit,24.0,72.0,190.0,1:05,265.0,220.0,435.0,390.0,50.0
Nick Cowart,New Era CrossFit,27.0,72.0,190.0,0:00,308.0,255.0,425.0,355.0,0.0
Taylor Poulin,Vagabond CrossFit,31.0,70.0,190.0,1:05,315.0,250.0,475.0,400.0,60.0
Julius Klitgaard,CrossFit Nordvest,21.0,7.0,185.0,--,310.0,260.0,440.0,363.0,0.0
Alex Oberman,CrossFit Trifecta,25.0,68.0,175.0,--,305.0,245.0,465.0,385.0,86.0
James Whelan,CrossFit Paradigm Performance,24.0,65.0,169.0,1:16,325.0,250.0,435.0,445.0,0.0
Sam Harvey,CrossFit WestMids,25.0,60.0,172.0,--,0.0,0.0,462.0,396.0,0.0
Karl-Johan Schmidt,Aarhus CrossFit,25.0,7.0,207.0,--,319.0,264.0,462.0,440.0,40.0
Chris Gugino,CrossFit Variance,27.0,67.0,155.0,--,0.0,0.0,0.0,0.0,50.0
gerome casamento,CrossFit Bilzen,30.0,0.0,176.0,--,0.0,0.0,0.0,0.0,0.0
Chris Dewan,Unaffiliated,28.0,73.0,190.0,1:05,265.0,215.0,420.0,305.0,60.0
Francois Tremblay,CrossFit MeCK,34.0,67.0,175.0,0:00,0.0,0.0,0.0,0.0,0.0
Ayodele Ayodeji Babatunde Joshua Falae,CrossFit Montclair,30.0,71.0,200.0,--,355.0,285.0,625.0,485.0,64.0
Corey Berger,Skypoint CrossFit,29.0,70.0,190.0,0:51,311.0,255.0,585.0,415.0,0.0
Robert Mullarkey,RADD CrossFit NSLI,21.0,0.0,205.0,--,0.0,0.0,0.0,0.0,0.0
Alan Foulis,Unaffiliated,30.0,6.0,198.0,0:58,319.0,240.0,473.0,418.0,39.0
Michael Mogard,Reebok CrossFit 673,33.0,69.0,178.0,1:00,315.0,270.0,500.0,400.0,53.0
Aaron Parker,CrossFit Reebok 306,26.0,20.0,180.0,0:00,285.0,225.0,500.0,390.0,40.0
Yousef Albaqsami,CrossFit Q8,29.0,6.0,167.0,--,0.0,0.0,0.0,0.0,0.0
Jeff Patzer,Unaffiliated,28.0,66.0,173.0,--,275.0,215.0,420.0,395.0,0.0
Ryan Laframboise,Unaffiliated,26.0,69.0,180.0,--,305.0,240.0,455.0,405.0,0.0
Brandon Crump,Reebok CrossFit East Woodbridge,27.0,67.0,180.0,0:00,335.0,270.0,505.0,465.0,59.0
Dean Shaw,CrossFit Algoa,28.0,6.0,182.0,0:00,0.0,0.0,0.0,0.0,0.0
Cameron Willson,CrossFit Flowood,25.0,71.0,210.0,0:07,345.0,300.0,545.0,500.0,70.0
Nicholas Urankar,CrossFit 061,32.0,70.0,195.0,0:00,390.0,310.0,555.0,480.0,55.0
Johnny Medina III,,22.0,67.0,173.0,0:00,325.0,265.0,545.0,460.0,50.0
Richard Cabigon,CrossFit Seven Cities,26.0,69.0,203.0,--,315.0,255.0,500.0,407.0,56.0
Troy Stinson,CrossFit Lifeworx,27.0,71.0,190.0,0:00,305.0,261.0,425.0,425.0,50.0
Mark Pfeifer,Rio City CrossFit,32.0,69.0,178.0,0:00,0.0,230.0,455.0,0.0,54.0
Jonathan Wier,CrossFit Mainstreet,32.0,71.0,215.0,--,345.0,270.0,600.0,500.0,45.0
Dane Smith,CrossFit Krypton,20.0,67.0,169.0,--,0.0,0.0,500.0,500.0,0.0
Alfredo Haas,Jakabol CrossFit,30.0,6.0,194.0,--,319.0,286.0,507.0,462.0,0.0
